libelle;longitude;latitude;code_commune_station;libelle_commune
La Vire à Saint-Lô [Pont de Gourfaleur];-1.091729369;49.085272663;50502;SAINT-LO
La Vire à Montmartin-en-Graignes;-1.130631246;49.259451194;50348;MONTMARTIN-EN-GRAIGNES
Le bras de l'Elle à Saint-Jean-de-Savigny;-1.007038397;49.201071217;50491;SAINT-JEAN-DE-SAVIGNY
L'Aure à Maisons [Pont-Fatu];-0.749087368;49.321156354;14391;MAISONS
La Drôme à Sully;-0.738172045;49.299527544;14680;SULLY
L'Aure à Étréham;-0.793814346;49.316815967;14256;ETREHAM
La Douve à Magneville [Les Allains];-1.56473203;49.43764491;50285;MAGNEVILLE
La Douve à Néhou [Pont Romare];-1.567017793;49.438665999;50370;NEHOU
La Douve à Saint-Sauveur-le-Vicomte;-1.525495557;49.386631586;50551;SAINT-SAUVEUR-LE-VICOMTE
La Douve à Saint-Sauveur-le-Vicomte;-1.525495557;49.386631586;50551;SAINT-SAUVEUR-LE-VICOMTE
Le Merderet à Valognes;-1.474489051;49.501934365;50615;VALOGNES
Le Merderet à Gourbesville [Pont de Brehay];-1.381565744;49.434507257;50212;GOURBESVILLE
Le Merderet à Picauville [Pont de la Fière];-1.364576947;49.400860028;50400;PICAUVILLE
La Douve à Beuzeville-la-Bastille;-1.369686121;49.358346314;50052;BEUZEVILLE-LA-BASTILLE
La Douve à Carentan [La Barquette];-1.247821881;49.324354695;50099;CARENTAN LES MARAIS
La Taute à Saint-Sauveur-Lendelin;-1.39323445;49.116585033;50550;SAINT-SAUVEUR-LENDELIN
La Divette à Martinvast [Le Boulay];-1.668023254;49.603830854;50294;MARTINVAST
La Taute à Saint-Hilaire-Petitville;-1.234114915;49.301835861;50485;SAINT-HILAIRE-PETITVILLE
La Saire à Anneville-en-Saire;-1.289138011;49.635061842;50013;ANNEVILLE-EN-SAIRE
Le Trottebec à la Glacerie [Le Val Joli];-1.568185792;49.615640998;50203;GLACERIE
La Divette à Cherbourg-Octeville;-1.624575768;49.621220204;50129;CHERBOURG-EN-COTENTIN
Le ruisseau de Houlbecq à Flottemanville-Hague;-1.711619258;49.611418469;50187;FLOTTEMANVILLE-HAGUE
Le ruisseau Lucas à Querqueville;-1.711216014;49.651187367;50416;QUERQUEVILLE
Le Grand Douet à Vasteville [Pont des Sablons];-1.819855153;49.595410163;50620;VASTEVILLE
Le Grand Douet à Héauville;-1.828493658;49.581687709;50238;HEAUVILLE
Le Petit Douet à Héauville;-1.827594285;49.572576002;50238;HEAUVILLE
La Diélette à Tréauville [Diélette];-1.855629595;49.551513252;50604;TREAUVILLE
L'Ay à Ancteville;-1.467097303;49.108008343;50007;ANCTEVILLE
La Sienne à Saint-Sever-Calvados [La Guermanderie];-1.096689109;48.803980226;14658;NOUES DE SIENNE
La Sienne au Gast;-1.073481251;48.802360526;14296;GAST
La Sienne au Gast [La Houssère];-1.067296445;48.800671137;14296;GAST
La Sienne à Saint-Sever-Calvados [La Croix du Rocher];-1.048114702;48.807500616;14658;NOUES DE SIENNE
La Sienne à Sainte-Cécile [1];-1.194411811;48.839828031;50453;SAINTE-CECILE
La Sienne à Sainte-Cécile [2];-1.201701022;48.836996238;50453;SAINTE-CECILE
L'Airou à Ver;-1.388033859;48.898013902;50626;VER
L'Airou au Mesnil-Rogues;-1.365176738;48.867056191;50320;MESNIL-ROGUES
La Sienne à Cérences;-1.426509584;48.921041329;50109;CERENCES
La Sienne à Trelly [Moulin-de-Sey];-1.451671827;48.962224031;50605;TRELLY
La Soulles à Soulles [Le Bourg];-1.18913145;49.002118501;50581;SOULLES
La Soulles à Nicorps;-1.40703327;49.039354022;50376;NICORPS
La Soulles à Saint-Pierre-de-Coutances et à Coutances;-1.444313029;49.036393829;50147;COUTANCES
La Vanlée à Bréhal [Pont-Guyot];-1.542090764;48.897965804;50076;BREHAL
Le ruisseau du Boscq à Yquelon;-1.556369628;48.850112477;50647;YQUELON
Le Thar à Jullouville;-1.53198888;48.784080348;50066;JULLOUVILLE
Le Thar à Jullouville;-1.53198888;48.784080348;50066;JULLOUVILLE
La Sée à Chérencé-le-Roussel;-1.016440782;48.712119679;50131;CHERENCE-LE-ROUSSEL
La Sée à Tirepied [CD 104];-1.261825033;48.708931261;50597;TIREPIED
La Braize à Lolif;-1.379888784;48.725532076;50276;LOLIF
La Sée à Brécey [La Grattemondière];-1.199543735;48.712114547;50074;BRECEY
La Sélune à Notre-Dame-du-Touchet;-0.969946704;48.598371185;50381;NOTRE-DAME-DU-TOUCHET
L'Airon à Louvigné-du-Désert et à Landivy;-1.071908022;48.486959222;35162;LOUVIGNE-DU-DESERT
L'Airon à Louvigné-du-Désert et à Landivy;-1.073774334;48.480805755;53125;LANDIVY
La Sélune à Saint-Aubin-de-Terregatte [Signy];-1.292804049;48.596227046;50448;SAINT-AUBIN-DE-TERREGATTE
Le Beuvron à Saint-Senier-de-Beuvron;-1.31394684;48.577408472;50553;SAINT-SENIER-DE-BEUVRON
La Sélune à Ducey [Vézins];-1.233497944;48.579264655;50168;DUCEY-LES CHERIS
L'Oir à Ducey;-1.284163363;48.626212184;50168;DUCEY-LES CHERIS
L'Oir à Ducey;-1.284163363;48.626212184;50168;DUCEY-LES CHERIS
Le ruisseau de la Roche à Isigny-le-Buat [La Mancelière];-1.17695984;48.638229093;50256;ISIGNY-LE-BUAT
Le Beuvron à Saint-James [Moulin du Prieur];-1.318730489;48.525631123;50487;SAINT-JAMES
L'Oir à Ducey [Les Chéris];-1.259068236;48.641769084;50168;DUCEY-LES CHERIS
Le Nançon à Lécousse;-1.196450736;48.375583015;35150;LECOUSSE
Le Nançon à Lécousse;-1.200005251;48.374033486;35150;LECOUSSE
Le Couesnon à Mézières-sur-Couesnon;-1.430750755;48.312096249;35178;MEZIERES-SUR-COUESNON
Le Couesnon à Romazy;-1.503785903;48.365470791;35244;ROMAZY
La Loisance à Saint-Ouen-la-Rouërie;-1.435815393;48.427932361;35303;SAINT-OUEN-LA-ROUERIE
La Loisance à Saint-Étienne-en-Coglès;-1.323686429;48.406523314;35267;SAINT-ETIENNE-EN-COGLES
Le Guyoult à Epiniac;-1.688678546;48.525998802;35104;EPINIAC
Le Meleuc à Plerguer;-1.860841363;48.512711767;35224;PLERGUER
[La Manche] à Cancale;-1.85172199;48.668393245;35049;CANCALE
La Rance à Saint-Jouan-de-l'Isle;-2.167617862;48.254106819;22305;SAINT-JOUAN-DE-L'ISLE
La Rance à Guenroc;-2.061141451;48.319521599;22069;GUENROC
Le Néal à Médréac;-2.042997801;48.272685076;35171;MEDREAC
Le Frémur [de Lancieux] à Tréméreuc;-2.081343703;48.565809561;22368;TREMEREUC
Le Frémur [de Lancieux] à Pleslin-Trigavou;-2.074754496;48.550659045;22190;PLESLIN-TRIGAVOU
L'Arguenon à Jugon-les-Lacs;-2.333372418;48.402668614;22084;JUGON-LES-LACS - COMMUNE NOUVELLE
Le Quiloury à Plénée-Jugon;-2.383215744;48.371177709;22185;PLENEE-JUGON
La Rosette à Mégrit;-2.248394178;48.364962073;22145;MEGRIT
L'Arguenon à Plédéliac;-2.322549736;48.459141373;22175;PLEDELIAC
L'Arguenon à Jugon-les-Lacs;-2.326114598;48.41455517;22084;JUGON-LES-LACS - COMMUNE NOUVELLE
L'Arguenon à Pléven;-2.294981452;48.492086485;22200;PLEVEN
Le Frémur [d'Hénanbihen] à Pléboulle;-2.360209208;48.593873022;22174;PLEBOULLE
Le Gouessant à Andel;-2.567963009;48.484562481;22002;ANDEL
L'Evron à Coëtmieux;-2.606062841;48.490325047;22044;COETMIEUX
L'Urne à Plédran;-2.751962352;48.4667859;22176;PLEDRAN
L'Urne à Plédran;-2.752292062;48.46682402;22176;PLEDRAN
[Le Creac'h] à Plédran;-2.75165032;48.468145032;22176;PLEDRAN
[La Noë Sèche] au Fœil;-2.928549437;48.417142802;22059;F≈íIL
Le Gouët à Saint-Julien;-2.833333757;48.446553314;22307;SAINT-JULIEN
Le Gouët à Ploufragan;-2.841776501;48.490447555;22215;PLOUFRAGAN
Le Gouët à Ploufragan;-2.82723075;48.510232526;22215;PLOUFRAGAN
La Maudouve à Saint-Donan;-2.848089763;48.467494161;22287;SAINT-DONAN
L'Ic à Binic;-2.852454577;48.601096867;22007;BINIC
Le Trieux à Saint-Péver;-3.11450308;48.48321838;22322;SAINT-PEVER
Le Trieux à Trégonneau;-3.143147449;48.612090753;22358;TREGONNEAU
Le Trieux à Saint-Clet;-3.167077104;48.690103398;22283;SAINT-CLET
Le Trieux à Saint-Clet;-3.163261078;48.688830476;22283;SAINT-CLET
Le Leff à Boqueho;-2.951261524;48.481872123;22011;BOQUEHO
Le Leff à Quemper-Guézennec et à Yvias;-3.068188944;48.705902709;22256;QUEMPER-GUEZENNEC
Le Jaudy à Mantallot;-3.27027241;48.713855131;22141;MANTALLOT
Le Guindy à Plouguiel;-3.256646117;48.782555491;22221;PLOUGUIEL
Le Guic à Guerlesquin;-3.589153822;48.502748745;29067;GUERLESQUIN
Le Guic à Guerlesquin;-3.563099042;48.523114608;29067;GUERLESQUIN
Le Saint Emilion à Loguivy-Plougras;-3.48674512;48.53155745;22131;LOGUIVY-PLOUGRAS
Le Léguer à Belle-Isle-en-Terre;-3.398423683;48.54709399;22005;BELLE-ISLE-EN-TERRE
Le Léguer à Pluzunet;-3.414354967;48.635780147;22245;PLUZUNET
Le Kerlouzouen [Le Min Ran] à Ploubezre;-3.459837646;48.6868801;22211;PLOUBEZRE
Le Yar à Tréduder;-3.577470628;48.64685845;22350;TREDUDER
Le Douron au Ponthou;-3.645672122;48.556197147;29219;PONTHOU
Le Dourduff à Garlan;-3.768656661;48.608219331;29059;GARLAN
Le Jarlot à Plougonven;-3.80033086;48.566755813;29191;PLOUGONVEN
Le Jarlot à Morlaix;-3.808657729;48.569899003;29151;MORLAIX
Le Tromorgant à Plougonven;-3.796895199;48.566907483;29191;PLOUGONVEN
Le Queffleuth à Plounéour-Ménez;-3.817758411;48.46275698;29202;PLOUNEOUR-MENEZ
Le Queffleuth à Plourin-lès-Morlaix;-3.831717566;48.547824589;29207;PLOURIN-LES-MORLAIX
Le Queffleuth à Plourin-lès-Morlaix;-3.836522045;48.567827672;29207;PLOURIN-LES-MORLAIX
Le Jarlot [La rivière de Morlaix] à Morlaix [Port de Morlaix];-3.838053065;48.587748157;29151;MORLAIX
Le Jarlot [La rivière de Morlaix] à Morlaix [Port de Morlaix];-3.838280751;48.588656013;29151;MORLAIX
La Penzé à Taulé;-3.923562758;48.585961505;29279;TAULE
L'Horn à Mespaul;-4.025062548;48.626651455;29148;MESPAUL
L'Horn à Saint-Pol-de-Léon;-4.019173725;48.675764049;29259;SAINT-POL-DE-LEON
L'Horn à Mespaul;-4.014156013;48.604890769;29148;MESPAUL
Le Guillec à Trézilidé;-4.076362215;48.615957212;29301;TREZILIDE
Le Guillec à Trézilidé;-4.076362215;48.615957212;29301;TREZILIDE
Le Kerallé [Le ruisseau de Kernic] à Plouescat;-4.172303607;48.64792025;29185;PLOUESCAT
Le Quillimadec à Plouider;-4.290544774;48.58548398;29198;PLOUIDER
Le Quillimadec à Plouider;-4.290544774;48.58548398;29198;PLOUIDER
L'Aber Wrac'h à Ploudaniel;-4.344675;48.550353807;29179;PLOUDANIEL
L'Aber Wrac'h à Lanarvily et à Loc-Brévalaire;-4.389805896;48.549429314;29100;LANARVILY
L'Aber Wrac'h à Lanarvily et à Loc-Brévalaire;-4.400485086;48.557093779;29126;LOC-BREVALAIRE
[L'Aber Wrac'h (branche ouest)] au Drennec;-4.361625222;48.531278249;29047;DRENNEC
L'Aber Benoît à Plabennec;-4.420496919;48.525773251;29160;PLABENNEC
L'Aber Benoît à Plabennec;-4.406722486;48.524177163;29160;PLABENNEC
L'Aber Ildut à Brélès et à Plouarzel;-4.651458131;48.442781265;;
L'Aber Ildut à Brélès et à Plouarzel;-4.680964457;48.45564803;29017;BRELES
Le Kerescar [Le ruisseau de Kermorvan] à Trébabu;-4.720813729;48.38426286;29282;TREBABU
Le Kerescar [Le ruisseau de Kermorvan] à Trébabu;-4.720813729;48.38426286;29282;TREBABU
La Penfeld [Marégraphe] à Brest;-4.494994921;48.38225092;29019;BREST
L'Elorn à Sizun;-4.024025355;48.389986576;29277;SIZUN
L'Elorn à Commana;-3.999976491;48.384566291;29038;COMMANA
[Le ruisseau de Mougau Bihan] à Commana;-3.994064989;48.397181693;29038;COMMANA
L'Elorn à la Roche-Maurice;-4.215666774;48.469418864;29237;ROCHE-MAURICE
L'Elorn à Ploudiry;-4.144294459;48.485850464;29180;PLOUDIRY
L'Elorn à Plouédern;-4.220137299;48.469426409;29181;PLOUEDERN
[Le Tourous] à Landerneau [amont];-4.277205481;48.461767843;29103;LANDERNEAU
[Le Tourous] à Landerneau [aval];-4.266939736;48.45357176;29103;LANDERNEAU
La Mignonne à Irvillac;-4.214608921;48.386902617;29086;IRVILLAC
L'Aulne à Poullaouen;-3.66767952;48.389194397;29227;POULLAOUEN
Le Beurc'hoat [Le Squiriou] à Scrignac;-3.686638028;48.386164763;29275;SCRIGNAC
L'Aulne à Plouyé;-3.681035995;48.321940505;29211;PLOUYE
Le Fao [La Rivière d'Argent] à Locmaria-Berrien;-3.721949563;48.363088098;29129;LOCMARIA-BERRIEN
L'Ellez à Loqueffret;-3.872424724;48.354208457;29141;LOQUEFFRET
L'Ellez à Landeleau;-3.696843866;48.276330005;29102;LANDELEAU
L'Aulne à Cléden-Poher et à Kergloff et à Landeleau;-3.692176339;48.27547509;29029;CLEDEN-POHER
L'Aulne à Cléden-Poher et à Kergloff et à Landeleau;-3.704700142;48.219544816;29102;LANDELEAU
L'Aulne à Cléden-Poher et à Kergloff et à Landeleau;-3.718490569;48.224259147;29029;CLEDEN-POHER
L'Aulne à Locmaria-Berrien et à Poullaouen;-3.680953062;48.321927138;29227;POULLAOUEN
L'Hyère à Trébrivan;-3.510223765;48.3210051;22344;TREBRIVAN
Le canal de Nantes à Brest à Cléden-Poher et à Saint-Hernin;-3.655186842;48.223795362;29250;SAINT-HERNIN
L'Aulne à Châteauneuf-du-Faou;-3.861513469;48.16507936;29027;CHATEAUNEUF-DU-FAOU
Le Stêr Goanez à Plonévez-du-Faou;-3.882983732;48.204480526;29175;PLONEVEZ-DU-FAOU
L'Aulne à Gouézec;-3.986289573;48.190549899;29062;GOUEZEC
L'Aulne à Châteaulin;-4.093127762;48.196143342;29026;CHATEAULIN
L'Aulne à Port-Launay;-4.095192655;48.212669255;29222;PORT-LAUNAY
La Douffine à Lopérec;-4.060579111;48.260350925;29139;LOPEREC
Le Goyen à Pont-Croix;-4.473841786;48.039340415;29218;PONT-CROIX
Le Pont l'Abbé à Plonéour-Lanvern et à Tréméoc;-4.236899915;47.886009669;29174;PLONEOUR-LANVERN
Le Pont l'Abbé à Plonéour-Lanvern et à Tréméoc;-4.229512994;47.879534253;29296;TREMEOC
Le Pont l'Abbé à Plonéour-Lanvern et à Tréméoc;-4.229512994;47.879534253;29296;TREMEOC
Le Pont l'Abbé à Plonéour-Lanvern;-4.241494008;47.908211255;29174;PLONEOUR-LANVERN
[Le Troyon] à Peumérit;-4.27005559;47.936284558;29159;PEUMERIT
[Le Troyon] à Plonéour-Lanvern;-4.250029402;47.908406182;29174;PLONEOUR-LANVERN
L'Odet à Ergué-Gabéric;-3.978212353;48.036507387;29051;ERGUE-GABERIC
L'Odet à Ergué-Gabéric;-4.063848209;48.006296313;29051;ERGUE-GABERIC
Le Langelin à Briec;-3.987121355;48.102938011;29020;BRIEC
Le Langelin à Briec;-3.987338568;48.101217704;29020;BRIEC
Le Jet à Ergué-Gabéric;-4.014695369;47.988970592;29051;ERGUE-GABERIC
Le Jet à Ergué-Gabéric;-3.968151315;47.983215804;29051;ERGUE-GABERIC
L'Odet à Quimper [Kervir];-4.079466135;47.994232592;29232;QUIMPER
Le Steïr à Guengat;-4.147113273;48.027702787;29066;GUENGAT
Le Steïr à Guengat;-4.147113273;48.027702787;29066;GUENGAT
Le Steïr à Guengat;-4.147113273;48.027702787;29066;GUENGAT
Le Steïr à Quimper;-4.11068556;48.057093506;29232;QUIMPER
Le Steïr à Quimper;-4.114449482;48.003013508;29232;QUIMPER
L'Odet à Quimper [Loc Maria];-4.103658043;47.97150918;29232;QUIMPER
L'Odet à Quimper [Loc Maria];-4.108331443;47.992161938;29232;QUIMPER
L'Odet à Bénodet;-4.116010795;47.880913429;29006;BENODET
Le Moros à Concarneau;-3.875280615;47.883777892;29039;CONCARNEAU
L'Hôpital [Le Styval] à Concarneau;-3.884482186;47.900329594;29039;CONCARNEAU
L'Hôpital [Le Styval] à Concarneau;-3.878242606;47.889214038;29039;CONCARNEAU
Le Stêr Goz à Bannalec;-3.751723008;47.907623156;29004;BANNALEC
L'Aven à Pont-Aven [Bois d'Amour];-3.739474826;47.86035611;29217;PONT-AVEN
L'Aven à Pont-Aven [Voie express];-3.734245047;47.885117491;29217;PONT-AVEN
L'Ellé au Faouët et à Priziac;-3.476245174;48.039147145;56057;FAOUET
L'Ellé au Faouët et à Priziac;-3.476073702;48.039066306;56182;PRIZIAC
L'Ellé au Faouët et à Priziac;-3.477978337;48.069425691;56057;FAOUET
L'Inam au Faouët;-3.556059261;48.04802998;56057;FAOUET
L'Ellé à Arzano;-3.468940295;47.904259898;29002;ARZANO
L'Ellé à Arzano;-3.469218037;47.904334862;29002;ARZANO
L'Ellé à Lanvénégen;-3.493690517;47.985108387;56105;LANVENEGEN
L'Ellé à Quimperlé;-3.539453262;47.876459308;29233;QUIMPERLE
L'Isole à Scaër;-3.671158374;47.987904863;29274;SCAER
L'Isole à Quimperlé;-3.546065776;47.87565637;29233;QUIMPERLE
L'Ellé [La Laïta] à Quimperlé;-3.545127695;47.870994724;29233;QUIMPERLE
L'Ellé [La Laïta] à Quimperlé;-3.545159892;47.871038078;29233;QUIMPERLE
L'Ellé [La Laïta] à Clohars-Carnoët;-3.531852441;47.771320839;29031;CLOHARS-CARNOET
Le Frout à Quimperlé;-3.557104982;47.837722582;29233;QUIMPERLE
Le Scorff à Plouay;-3.419101939;47.905673404;56166;PLOUAY
Le Blavet à Kerien;-3.25083446;48.391518893;22088;KERIEN
Le Moulin de l'Estolet à Kerien;-3.244292233;48.387442163;22088;KERIEN
Le Blavet à Plounévez-Quintin;-3.234065488;48.32415657;22229;PLOUNEVEZ-QUINTIN
Le Blavet à Lanrivain;-3.248553746;48.342317323;22115;LANRIVAIN
Le Blavet à Gouarec;-3.177769696;48.227115888;22064;GOUAREC
Le Sulon à Sainte-Tréphine;-3.152621605;48.255920749;22331;SAINTE-TREPHINE
Le Sulon à Sainte-Tréphine;-3.152621605;48.255920749;22331;SAINTE-TREPHINE
Le Kerjean à Glomel;-3.382737484;48.22140785;22061;GLOMEL
Le Blavet à Plélauff;-3.130688767;48.212659818;22181;PLELAUFF
Le Blavet à Mûr-de-Bretagne;-3.017810185;48.194831474;22158;GUERLEDAN
Le Blavet à Saint-Aignan;-3.012467957;48.17581045;56203;SAINT-AIGNAN
Le Blavet à Neulliac;-3.004687375;48.143277741;56146;NEULLIAC
Le Blavet à Neulliac;-3.000585244;48.113264133;56146;NEULLIAC
Le Blavet à Pontivy;-2.967464588;48.058347382;56178;PONTIVY
La Sarre à Melrand;-3.077310513;47.955990269;56128;MELRAND
La Sarre à Melrand;-3.100706747;47.96638372;56128;MELRAND
Le Coëtdan à Naizin;-2.812931285;47.977677488;56144;EVELLYS
L'Evel à Guénin;-2.974602681;47.901111556;56074;GUENIN
L'Evel à Guénin;-2.974607331;47.901106569;56074;GUENIN
Le Frémeur à Guénin;-2.952792396;47.93743761;56074;GUENIN
Le Frémeur à Pluméliau;-2.953364194;47.93810352;56173;PLUMELIAU
Le Moulin de Tallené [Le Sebrevet] à Quistinic;-3.200763895;47.905503298;56188;QUISTINIC
Le Blavet à Inzinzac-Lochrist et à Languidic;-3.219253219;47.830251661;56101;LANGUIDIC
Le Blavet à Inzinzac-Lochrist et à Languidic;-3.19935399;47.865224751;56090;INZINZAC-LOCHRIST
Le Blavet à Inzinzac-Lochrist et à Languidic;-3.248388741;47.826162611;56090;INZINZAC-LOCHRIST
Le Blavet à Inzinzac-Lochrist et à Languidic;-3.19935399;47.865224751;56090;INZINZAC-LOCHRIST
Le Blavet à Inzinzac-Lochrist et à Languidic;-3.212024271;47.856455372;56101;LANGUIDIC
[Rivière du Pont du Roc'h] à Nostang;-3.184275499;47.765037272;56148;NOSTANG
L'Auray [Le Loch] à Brech;-2.988828849;47.722337166;56023;BRECH
L'Auray [Le Loch] à Brech;-2.988828849;47.722337166;56023;BRECH
Le Meucon [Le Rohan] à Saint-Avé;-2.792035373;47.704328646;56206;SAINT-AVE
Le Meucon [Le Rohan] à Vannes;-2.770061158;47.668261294;56260;VANNES
Le Meucon [Le Rohan] à Vannes;-2.770061158;47.668261294;56260;VANNES
Le Kervily à Questembert;-2.490019;47.64795291;56184;QUESTEMBERT
Le Kervily à Noyal-Muzillac;-2.498938616;47.612253334;56149;NOYAL-MUZILLAC
La Vilaine à Bourgon;-1.058406449;48.186550794;53040;BOURGON
La Vilaine à Vitré;-1.222673816;48.12276275;35360;VITRE
La Vilaine à Saint-M'Hervé;-1.10964084;48.144951509;35300;SAINT-M'HERVE
La Vilaine à Erbrée;-1.145838696;48.143161342;35105;ERBREE
La Vilaine à la Chapelle-Erbrée [retenue Haute Vilaine];-1.127763642;48.145823059;35061;CHAPELLE-ERBREE
La Valière à Erbrée;-1.126534907;48.108913352;35105;ERBREE
La Valière à Vitré;-1.165763004;48.076759643;35360;VITRE
La Valière à Erbrée [retenue Valière];-1.164286573;48.082939478;35105;ERBREE
La Valière à Vitré;-1.202017161;48.082869466;35360;VITRE
La Cantache à Taillis;-1.224970969;48.162753046;35330;TAILLIS
La Cantache à Champeaux;-1.273471112;48.13660229;35052;CHAMPEAUX
La Cantache à Pocé-les-Bois [retenue Cantache];-1.292951052;48.127648644;35229;POCE-LES-BOIS
La Pérouse à Montreuil-sous-Pérouse;-1.222315838;48.152124992;35194;MONTREUIL-SOUS-PEROUSE
La Vilaine à Servon-sur-Vilaine;-1.465812221;48.116996254;35327;SERVON-SUR-VILAINE
La Vilaine à Châteaubourg;-1.403798224;48.108038272;35068;CHATEAUBOURG
La Veuvre [Le Chevré] à la Bouëxière;-1.498538972;48.183122013;35031;BOUEXIERE
La Vilaine à Cesson-Sévigné et à Rennes;-1.60923011;48.114499922;35051;CESSON-SEVIGNE
La Vilaine à Cesson-Sévigné et à Rennes;-1.56367843;48.123664694;35051;CESSON-SEVIGNE
La Vilaine à Cesson-Sévigné et à Rennes;-1.643081404;48.111719049;35051;CESSON-SEVIGNE
La Vilaine à Cesson-Sévigné et à Rennes;-1.56396774;48.123896849;35051;CESSON-SEVIGNE
L'Ille à Montreuil-sur-Ille;-1.672535487;48.296307789;35195;MONTREUIL-SUR-ILLE
L'Illet à Chasné-sur-Illet;-1.574945953;48.247194238;35067;CHASNE-SUR-ILLET
Le canal d'Ille et Rance à Rennes;-1.679039187;48.123024053;35238;RENNES
Le canal d'Ille et Rance [L'Ille] à Saint-Grégoire;-1.679329198;48.150758015;35278;SAINT-GREGOIRE
La Vilaine à Rennes;-1.708425863;48.106519499;35238;RENNES
La Vilaine à Rennes;-1.708975739;48.106497511;35238;RENNES
La Flume à Pacé;-1.779692486;48.180859874;35210;PACE
La Vilaine à Bruz;-1.772972093;48.027345843;35047;BRUZ
La Vilaine à Bruz;-1.772938866;48.02697756;35047;BRUZ
Le Blosne à Chantepie;-1.640238887;48.082580317;35055;CHANTEPIE
Le Meu à Gaël;-2.217195248;48.126923733;35117;GAEL
Le Garun à Iffendic;-1.993620882;48.170010172;35133;IFFENDIC
Le Meu à Montfort-sur-Meu;-1.944196378;48.128600682;35188;MONTFORT-SUR-MEU
